IATA	Airport ID	Name	City	Country	ICAO		Latitude	Longitude	Altitude	Timezone	DST	Tz database time zone	Type	Source
\N	9187	Coral Creek Airport	Placida	United States	FA54	26.85449982	-82.25119781	4	-5	A	America/New_York	airport	OurAirports	
NEW	9188	Lakefront Airport	New Orleans	United States	KNEW	30.04240036	-90.02829742	8	-6	A	America/Chicago	airport	OurAirports	
COE	9189	Coeur D'Alene - Pappy Boyington Field	Coeur d'Alene	United States	KCOE	47.77429962	-116.8199997	2320	-8	A	America/Los_Angeles	airport	OurAirports	
BMT	9190	Beaumont Municipal Airport	Beaumont	United States	KBMT	30.07069969	-94.21579742	32	-6	A	America/Chicago	airport	OurAirports	
DNV	9191	Vermilion Regional Airport	Danville	United States	KDNV	40.19919968	-87.59590149	697	-6	A	America/Chicago	airport	OurAirports	
TIX	9199	Space Coast Regional Airport	Titusville	United States	KTIX	28.51479912	-80.79920197	34	-5	A	America/New_York	airport	OurAirports	
AAP	9225	Andrau Airpark	Houston	United States	KAAP	29.72249985	-95.58830261	79	-6	A	America/Chicago	airport	OurAirports	
FCM	9226	Flying Cloud Airport	Eden Prairie	United States	KFCM	44.82720184	-93.45709991	906	-6	A	America/Chicago	airport	OurAirports	
OJC	9228	Johnson County Executive Airport	Olathe	United States	KOJC	38.84759903	-94.73760223	1096	-6	A	America/Chicago	airport	OurAirports	
OQN	9249	Brandywine Airport	West Goshen Township	United States	KOQN	39.99010086	-75.58190155	466	-5	A	America/New_York	airport	OurAirports	
MNZ	9251	Manassas Regional Airport/Harry P. Davis Field	Manassas	United States	KHEF	38.72140121	-77.51540375	192	-5	A	America/New_York	airport	OurAirports	
\N	9252	Texas Gulf Coast Regional Airport	Angleton	United States	KLBX	29.10860062	-95.46209717	25	-6	A	America/Chicago	airport	OurAirports	
2H0	9305	Shelby County Airport	Shelbyville	United States	K2H0	39.41040039	-88.84539795	618	-6	A	America/Chicago	airport	OurAirports	
\N	9348	Enumclaw Airport	Enumclaw	United States	WA77	47.1957016	-122.0220032	738	-8	A	America/Los_Angeles	airport	OurAirports	
FDW	9390	Fairfield County Airport	Winnsboro	United States	KFDW	34.31549835	-81.1088028	577	-5	A	America/New_York	airport	OurAirports	
DAW	9396	Skyhaven Airport	Rochester	United States	KDAW	43.28409958	-70.9292984	322	-5	A	America/New_York	airport	OurAirports	
EWK	9399	Newton City-County Airport	Newton	United States	KEWK	38.05820084	-97.27449799	1533	-6	A	America/Chicago	airport	OurAirports	
TZR	9403	Taszár Air Base	Columbus	United States	LHTA	46.39310074	17.91749954	531	1	A	Europe/Budapest	airport	OurAirports	
FBR	9406	Fort Bridger Airport	Fort Bridger	United States	KFBR	41.39189911	-110.4069977	7034	-7	A	America/Denver	airport	OurAirports	
S40	9407	Prosser Airport	Prosser	United States	KS40	46.21340179	-119.7910004	697	-8	A	America/Los_Angeles	airport	OurAirports	
CLS	9408	Chehalis Centralia Airport	Chehalis	United States	KCLS	46.67699814	-122.9830017	176	-8	A	America/Los_Angeles	airport	OurAirports	
M94	9409	Desert Aire Airport	Mattawa	United States	KM94	46.68740082	-119.9209976	586	-8	A	America/Los_Angeles	airport	OurAirports	
EVW	9411	Evanston-Uinta County Airport-Burns Field	Evanston	United States	KEVW	41.27479935	-111.0350037	7143	-7	A	America/Denver	airport	OurAirports	
K83	9412	Sabetha Municipal Airport	Sabetha	United States	KK83	39.90420151	-95.77940369	1330	-6	A	America/Chicago	airport	OurAirports	
LRO	9413	Mt Pleasant Regional-Faison field	Mount Pleasant	United States	KLRO	32.89780045	-79.78289795	12	-5	A	America/New_York	airport	OurAirports	
\N	9414	Souther Field	Americus	United States	KACJ	32.1108017	-84.18890381	468	-5	A	America/New_York	airport	OurAirports	
EUF	9415	Weedon Field	Eufala	United States	KEUF	31.95129967	-85.12889862	285	-6	A	America/Chicago	airport	OurAirports	
6J4	9416	Saluda County Airport	Saluda	United States	K6J4	33.92679977	-81.79460144	555	-5	A	America/New_York	airport	OurAirports	
MEO	9417	Dare County Regional Airport	Manteo	United States	KMQI	35.91899872	-75.69550323	13	-5	A	America/New_York	airport	OurAirports	
AUO	9418	Auburn Opelika Robert G. Pitts Airport	Auburn	United States	KAUO	32.61510086	-85.43399811	777	-6	A	America/Chicago	airport	OurAirports	
CZG	9419	Tri Cities Airport	Endicott	United States	KCZG	42.078499	-76.096296	833	-5	A	America/New_York	airport	OurAirports	
EKY	9428	Bessemer Airport	Bessemer	United States	KEKY	33.31290054	-86.92590332	700	-6	A	America/Chicago	airport	OurAirports	
A50	9429	Colorado Springs East Airport	Ellicott	United States	KA50	38.87440109	-104.4100037	6145	-7	A	America/Denver	airport	OurAirports	
MIC	9447	Crystal Airport	Crystal	United States	KMIC	45.06200027	-93.35389709	869	-6	A	America/Chicago	airport	OurAirports	
23M	9448	Clarke County Airport	Quitman	United States	K23M	32.0848999	-88.73889923	320	-6	A	America/Chicago	airport	OurAirports	
DBN	9450	W H 'Bud' Barron Airport	Dublin	United States	KDBN	32.56439972	-82.98529816	309	-5	A	America/New_York	airport	OurAirports	
CVO	9488	Corvallis Municipal Airport	Corvallis	United States	KCVO	44.49720001	-123.2900009	250	-8	A	America/Los_Angeles	airport	OurAirports	
\N	9500	El Almendro Airport	Scranton	United States	SCRT	-35.96055603	-71.79333496	486	-4	A	America/Santiago	airport	OurAirports	
\N	9511	San Agustin Airport	Morristown	United States	MRST	10.0666666	-84.8833313	66	-6	A	America/Costa_Rica	airport	OurAirports	
CWT	9533	Cowra Airport	Chatsworth	United States	YCWR	-33.84469986	148.6490021	966	10	A	Australia/Sydney	airport	OurAirports	
OGD	9543	Ogden Hinckley Airport	Ogden	United States	KOGD	41.19589996	-112.012001	4473	-7	A	America/Denver	airport	OurAirports	
RKR	9545	Robert S Kerr Airport	Poteau	United States	KRKR	35.02159882	-94.62129974	451	-6	A	America/Chicago	airport	OurAirports	
AKO	9546	Colorado Plains Regional Airport	Akron	United States	KAKO	40.17559814	-103.2220001	4714	-7	A	America/Denver	airport	OurAirports	
SHN	9547	Sanderson Field	Shelton	United States	KSHN	47.23360062	-123.1480026	273	-8	A	America/Los_Angeles	airport	OurAirports	
WNA	9739	Napakiak Airport	Napakiak	United States	PANA	60.69029999	-161.9790039	17	-9	A	America/Anchorage	airport	OurAirports	
PKA	9744	Napaskiak Airport	Napaskiak	United States	PAPK	60.70289993	-161.7779999	24	-9	A	America/Anchorage	airport	OurAirports	
\N	9746	Tok Airport	Tok	United States	PATJ	63.303333	-143.001111	1670	-9	A	America/Anchorage	airport	OurAirports	
2A5	9754	Causey Airport	Liberty	United States	K2A5	35.91180038	-79.61759949	723	-5	A	America/New_York	airport	OurAirports	
DYL	9763	Doylestown Airport	Doylestown	United States	KDYL	40.33300018	-75.12229919	394	-5	A	America/New_York	airport	OurAirports	
OCW	9772	Warren Field	Washington	United States	KOCW	35.57049942	-77.04979706	38	-5	A	America/New_York	airport	OurAirports	
7W6	9773	Hyde County Airport	Engelhard	United States	K7W6	35.56240082	-75.9552002	8	-5	A	America/New_York	airport	OurAirports	
\N	9776	Stillwater Regional Airport	Stillwater	United States	KSWO	36.16120148	-97.08570099	1000	-6	A	America/Chicago	airport	OurAirports	
\N	9777	Okmulgee Regional Airport	Okmulgee	United States	KOKM	35.66809845	-95.94869995	720	-6	A	America/Chicago	airport	OurAirports	
\N	9778	Cushing Municipal Airport	Cushing	United States	KCUH	35.94990158	-96.77310181	916	-6	A	America/Chicago	airport	OurAirports	
\N	9779	Clinton Sherman Airport	Clinton	United States	KCSM	35.33980179	-99.20050049	1922	-6	A	America/Chicago	airport	OurAirports	
\N	9780	Strother Field	Winfield	United States	KWLD	37.16859818	-97.03759766	1160	-6	A	America/Chicago	airport	OurAirports	
\N	9781	Wiley Post Airport	Oklahoma City	United States	KPWA	35.53419876	-97.64710236	1300	-6	A	America/Chicago	airport	OurAirports	
\N	9782	Shreveport Downtown Airport	Shreveport	United States	KDTN	32.54019928	-93.74500275	179	-6	A	America/Chicago	airport	OurAirports	
\N	9783	Stephenville Clark Regional Airport	Stephenville	United States	KSEP	32.21530151	-98.17769623	1321	-6	A	America/Chicago	airport	OurAirports	
\N	9784	Perry Municipal Airport	Perry	United States	KF22	36.38560104	-97.27719879	1002	-6	A	America/Chicago	airport	OurAirports	
\N	9786	Hamilton Municipal Airport	Hamilton	United States	KMNZ	31.66589928	-98.14859772	1299	-6	A	America/Chicago	airport	OurAirports	
\N	9787	Ada Municipal Airport	Ada	United States	KADH	34.8042984	-96.6713028	1016	-6	A	America/Chicago	airport	OurAirports	
\N	9788	Mesquite Metro Airport	Misquite	United States	KHQZ	32.74700165	-96.53040314	447	-6	A	America/Chicago	airport	OurAirports	
\N	9789	Denton Municipal Airport	Denton	United States	KDTO	33.20069885	-97.19799805	642	-6	A	America/Chicago	airport	OurAirports	
\N	9790	Austin Executive Airport	Austin	United States	KEDC	30.3974931	-97.5663935	620	-6	A	America/Chicago	airport	OurAirports	
\N	9791	Lago Vista Tx Rusty Allen Airport	Lago Vista	United States	KRYW	30.49860001	-97.96949768	1231	-6	A	America/Chicago	airport	OurAirports	
\N	9792	Brenham Municipal Airport	Brenham	United States	K11R	30.21899986	-96.3742981	307	-6	A	America/Chicago	airport	OurAirports	
\N	9793	Lakeway Airpark	Lakeway	United States	K3R9	30.35750008	-97.99449921	909	-6	A	America/Chicago	airport	OurAirports	
\N	9794	Iraan Municipal Airport	Iraan	United States	K2F0	30.90570068	-101.8919983	2200	-6	A	America/Chicago	airport	OurAirports	
\N	9795	Kestrel Airpark	San Antonio	United States	K1T7	29.81270027	-98.4253006	1250	-6	A	America/Chicago	airport	OurAirports	
UKF	9797	Wilkes County Airport	North Wilkesboro	United States	KUKF	36.22280121	-81.09829712	1301	-5	A	America/New_York	airport	OurAirports	
JZI	9798	Charleston Executive Airport	Charleston	United States	KJZI	32.70090103	-80.00289917	17	-5	A	America/New_York	airport	OurAirports	
DAN	9799	Danville Regional Airport	Danville	United States	KDAN	36.57289886	-79.33609772	571	-5	A	America/New_York	airport	OurAirports	
0V4	9800	Brookneal/Campbell County Airport	Brookneal	United States	K0V4	37.14170074	-79.0164032	596	-5	A	America/New_York	airport	OurAirports	
CQW	9806	Cheraw Municipal Airport/Lynch Bellinger Field	Cheraw	United States	KCQW	34.71289825	-79.95700073	239	-5	A	America/New_York	airport	OurAirports	
\N	9808	Wauchula Municipal Airport	Wuchula	United States	KCHN	27.51490021	-81.88050079	106	-5	A	America/New_York	airport	OurAirports	
HYW	9847	Conway Horry County Airport	Conway	United States	KHYW	33.82849884	-79.12220001	35	-5	A	America/New_York	airport	OurAirports	
HBI	9938	Asheboro Regional Airport	Asheboro	United States	KHBI	35.65449905	-79.8946991	671	-5	A	\N	airport	OurAirports	
\N	9942	Henderson Field	Wallace	United States	KACZ	34.71789932	-78.00360107	39	-5	A	\N	airport	OurAirports	
EMV	9943	Emporia Greensville Regional Airport	Emporia	United States	KEMV	36.68690109	-77.48280334	127	-5	A	\N	airport	OurAirports	
EMT	10017	El Monte Airport	El Monte	United States	KEMT	34.08610153	-118.0350037	296	-8	E	\N	airport	OurAirports	
I16	10062	Kee Field	Pineville	United States	KI16	37.60039902	-81.55930328	1783	-5	A	\N	airport	OurAirports	
SSF	10102	Stinson Municipal Airport	Stinson	United States	KSSF	29.33699989	-98.47109985	577	-5	A	\N	airport	OurAirports	
JSV	10103	Sallisaw Municipal Airport	Sallisaw	United States	KJSV	35.4382019	-94.80280304	527	-5	A	\N	airport	OurAirports	
JAS	10104	Jasper County Airport-Bell Field	Jasper	United States	KJAS	30.88570023	-94.03489685	213	-5	A	\N	airport	OurAirports	
87K	10105	El Dorado Springs Memorial Airport	El dorado springs	United States	K87K	37.8567009	-93.99909973	931	-5	A	\N	airport	OurAirports	
MRF	10106	Marfa Municipal Airport	Marfa	United States	KMRF	30.371099	-104.017997	4849	-5	A	\N	airport	OurAirports	
E38	10107	Alpine Casparis Municipal Airport	Alpine	United States	KE38	30.38419914	-103.6839981	4515	-5	A	\N	airport	OurAirports	
CCB	10117	Cable Airport	Upland	United States	KCCB	34.11159897	-117.6880035	1444	-8	A	\N	airport	OurAirports	
IOB	10121	Mount Sterling Montgomery County Airport	Mount Sterling	United States	KIOB	38.05810165	-83.979599	1019	-5	A	\N	airport	OurAirports	
EKI	10122	Elkhart Municipal Airport	Elkhart	United States	KEKM	41.7193985	-86.00319672	778	-5	A	\N	airport	OurAirports	
C03	10123	Nappanee Municipal Airport	Nappanee 	United States	KC03	41.44620132	-85.93479919	860	-5	A	\N	airport	OurAirports	
CUB	10128	Jim Hamilton L.B. Owens Airport	Columbia	United States	KCUB	33.97050095	-80.99520111	193	-4	A	\N	airport	OurAirports	
GMJ	10129	Grove Municipal Airport	Grove	United States	KGMJ	36.60680008	-94.73860168	831	-5	A	\N	airport	OurAirports	
MPR	10130	Mc Pherson Airport	Mc Pherson	United States	KMPR	38.35240173	-97.69129944	1498	-5	A	\N	airport	OurAirports	
GYH	10131	Donaldson Center Airport	Greenville	United States	KGYH	34.75830078	-82.37640381	955	-4	A	\N	airport	OurAirports	
PXE	10132	Perry Houston County Airport	Perry	United States	KPXE	32.51060104	-83.76730347	418	-4	A	\N	airport	OurAirports	
HVS	10133	Hartsville Regional Airport	Hartsville	United States	KHVS	34.40309906	-80.11920166	364	-5	A	\N	airport	OurAirports	
IGX	10134	Horace Williams Airport	Chapel Hill	United States	KIGX	35.935001	-79.065902	512	-5	A	\N	airport	OurAirports	
SUT	10138	Brunswick County Airport	Oak Island	United States	KSUT	33.9292984	-78.07499695	24	-5	A	\N	airport	OurAirports	
FCI	10139	Chesterfield County Airport	Richmond	United States	KFCI	37.40650177	-77.52500153	236	-4	A	\N	airport	OurAirports	
HNZ	10144	Henderson Oxford Airport	Oxford	United States	KHNZ	36.36159897	-78.52919769	526	-5	A	\N	airport	OurAirports	
LEE	10145	Leesburg International Airport	Leesburg	United States	KLEE	28.82309914	-81.80870056	76	-5	A	\N	airport	OurAirports	
CNO	10162	Chino Airport	Chino	United States	KCNO	33.97470093	-117.637001	650	-8	A	\N	airport	OurAirports	
UYF	10169	Madison County Airport	London	United States	KUYF	39.93270111	-83.46199799	1082	-5	A	\N	airport	OurAirports	
PRB	10185	Paso Robles Municipal Airport	Paso Robles	United States	KPRB	35.67290115	-120.6269989	840	-8	A	\N	airport	OurAirports	
HAF	10360	Half Moon Bay Airport	Half Moon Bay	United States	KHAF	37.51340103	-122.5009995	66	-8	A	\N	airport	OurAirports	
WJF	10371	General WM J Fox Airfield	Lancaster	United States	KWJF	34.74110031	-118.2190018	2351	-8	A	\N	airport	OurAirports	
TDF	10831	Person County Airport	Roxboro	United States	KTDF	36.28490067	-78.98419952	609	-5	A	\N	airport	OurAirports	
ASN	11004	Talladega Municipal Airport	Talladega	United States	KASN	33.56990051	-86.05090332	529	-5	A	\N	airport	OurAirports	
GMU	11005	Greenville Downtown Airport	Greenville	United States	KGMU	34.84790039	-82.34999847	1048	-4	A	\N	airport	OurAirports	
MKT	11008	Mankato Regional Airport	Mankato	United States	KMKT	44.22159958	-93.91870117	1021	-6	A	\N	airport	OurAirports	
TOI	11010	Troy Municipal Airport	Troy	United States	KTOI	31.86039925	-86.01210022	398	-5	A	\N	airport	OurAirports	
SCD	11011	Merkel Field Sylacauga Municipal Airport	Sylacauga	United States	KSCD	33.17179871	-86.30549622	569	-5	A	\N	airport	OurAirports	
EDN	11012	Enterprise Municipal Airport	Enterprise	United States	KEDN	31.29969978	-85.89990234	361	-5	A	\N	airport	OurAirports	
\N	11017	Ryan Field	Tucson	United States	KRYN	32.14220047	-111.1750031	2417	-7	A	\N	airport	OurAirports	
ALX	11022	Thomas C Russell Field	Alexander City	United States	KALX	32.91469955	-85.96299744	686	-5	A	\N	airport	OurAirports	
\N	11035	Meriden Markham Municipal Airport	Meriden	United States	KMMK	41.50870132	-72.82949829	103	-5	A	\N	airport	OurAirports	
\N	11067	Ridgely Airpark	Ridgely	United States	KRJD	38.9701004	-75.86630249	64	-5	A	\N	airport	OurAirports	
UWL	11068	New Castle Henry Co. Municipal Airport	New Castle	United States	KUWL	39.87590027	-85.32649994	1088	-4	A	\N	airport	OurAirports	
TQK	11069	Scott City Municipal Airport	Scott City	United States	KTQK	38.47430038	-100.8850021	2963	-5	A	\N	airport	OurAirports	
HDE	11070	Brewster Field	Holdredge	United States	KHDE	40.452099	-99.336502	2313	-5	A	\N	airport	OurAirports	
PTT	11071	Pratt Regional Airport	Pratt	United States	KPTT	37.70159912	-98.74690247	1953	-5	A	\N	airport	OurAirports	
AHQ	11073	Wahoo Municipal Airport	Wahoo	United States	KAHQ	41.24129868	-96.59400177	1224	-5	A	\N	airport	OurAirports	
LXN	11074	Jim Kelly Field	Lexington	United States	KLXN	40.79100037	-99.77729797	2413	-5	A	\N	airport	OurAirports	
19S	11075	Sublette Municipal Airport	Sublette	United States	K19S	37.49140167	-100.8300018	2908	-5	A	\N	airport	OurAirports	
CBF	11076	Council Bluffs Municipal Airport	Council Bluffs	United States	KCBF	41.25920105	-95.76059723	1253	-5	A	\N	airport	OurAirports	
OKK	11077	Kokomo Municipal Airport	Kokomo	United States	KOKK	40.52819824	-86.05899811	830	-4	A	\N	airport	OurAirports	
2K7	11078	Neodesha Municipal Airport	Neodesha	United States	K2K7	37.4353981	-95.64610291	841	-5	A	\N	airport	OurAirports	
\N	11079	King Ranch Airport	Sutton	United States	AK59	61.79560089	-148.3549957	1350	-8	A	\N	airport	OurAirports	
EHA	11080	Elkhart Morton County Airport	Elkhart	United States	KEHA	37.000702	-101.879997	3622	-5	A	\N	airport	OurAirports	
FTG	11081	Front Range Airport	Denver	United States	KFTG	39.78530121	-104.5429993	5512	-6	A	\N	airport	OurAirports	
GBG	11082	Galesburg Municipal Airport	Galesburg	United States	KGBG	40.93799973	-90.43109894	764	-5	A	\N	airport	OurAirports	
GUY	11084	Guymon Municipal Airport	Guymon	United States	KGUY	36.68510056	-101.5080032	3123	-5	A	\N	airport	OurAirports	
MEJ	11086	Meade Municipal Airport	Meade	United States	KMEJ	37.27690125	-100.3560028	2529	-5	A	\N	airport	OurAirports	
\N	11087	Turkey Mountain Estates Airport	Shell Knob	United States	MO00	36.59170151	-93.66690063	1000	-5	A	\N	airport	OurAirports	
ULS	11088	Ulysses Airport	Ulysses	United States	KULS	37.60400009	-101.3740005	3071	-5	A	\N	airport	OurAirports	
\N	11089	Flagler Aerial Spraying Inc Airport	Flagler	United States	CO00	39.27999878	-103.0670013	4945	-6	A	\N	airport	OurAirports	
IDP	11090	Independence Municipal Airport	Independence	United States	KIDP	37.15840149	-95.77839661	825	-5	A	\N	airport	OurAirports	
3AU	11091	Augusta Municipal Airport	Augusta	United States	K3AU	37.67160034	-97.07790375	1328	-5	A	\N	airport	OurAirports	
LQR	11092	Larned Pawnee County Airport	Larned	United States	KLQR	38.20859909	-99.08599854	2012	-5	A	\N	airport	OurAirports	
LZZ	11093	Lampasas Airport	Lampasas	United States	KLZZ	31.10619926	-98.19589996	1215	-5	A	\N	airport	OurAirports	
BYY	11094	Bay City Municipal Airport	Bay City	United States	KBYY	28.97330093	-95.8635025	45	-5	A	\N	airport	OurAirports	
PRX	11095	Cox Field	Paris	United States	KPRX	33.63660049	-95.45079803	547	-5	A	\N	airport	OurAirports	
CFV	11096	Coffeyville Municipal Airport	Coffeyville	United States	KCFV	37.09400177	-95.57189941	754	-5	A	\N	airport	OurAirports	
\N	11097	The Farm Airport	Summit	United States	24SC	33.93579865	-81.42970276	580	-4	A	\N	airport	OurAirports	
GXY	11098	Greeley–Weld County Airport	Greeley	United States	KGXY	40.43740082	-104.6330032	4697	-7	A	\N	airport	OurAirports	
