MSA,State,Lat,Long,NumAirline,GDP,Tech_Hub,AvgStateTax,AvgPropTaxPerCap,LandArea,PopDensity,Age2534,MedianIncome,PercentBach,PovertyRate,HealthCareIndex,CrimeIndex,PurchasingPower,CPIIndex,PollutionIndex,TrafficIndex,QualityofLifeIndex,RentIndex,PropPricetoIncomeRatio,CO2Index,NumTechConf,TotEnrollment,AvgSchoolRep,AvgTuition,Electricity,NatGas,CorpTaxMin,CorpTaxMax,CostLivingComposit,WCIndex,TaxableWageBase,SingEmpCost,FamilyEmpCost,GDP5Year,Poplutation,MaleFemaleRatio,Under5,Bet5and9,Bet10and14,Bet15and19,Bet20and24,Bet25and34,Bet35and44,Bet45and54,Bet55and59,Bet60and64,Bet65and74,Bet75and84,AtorOver85,MedianAge,Labor,LaborForceAnnGrowth,GDPperCap,CBRE_TechScore,CBRE_Tech_Talent,CBRE_change_12_17,CBRE_Volume_12_17,CBRE_Concentration_17,CBRE_17_Tech_Degrees,CBRE_Growth_12_17,CBRE_Brain,CBRE_AvgRent_75K,CBRE_AskingRentPerSF,CBRE_Vacancy_Rate,CBRE_Avg_monthly_Apartment_Rent,CBRE_Costofliving,CBRE_AvgAnn_TechWage,CBRE_Rent_to_Tech_WageRatio,CBRE_MILLENNIAL_Pop,CBRE_WageRelativetoUSAvg,CBRE_TalentWage_5Yr_Growth,CBRE_Office_Vacancy_Rate_13,CBRE_Apartment_Rent,RevPerCap0,RevPerCap11,RevPerCap21,RevPerCap22,RevPerCap23,RevPerCap31_33,RevPerCap42,RevPerCap44_45,RevPerCap48_49,RevPerCap51,RevPerCap52,RevPerCap53,RevPerCap54,RevPerCap56,RevPerCap61,RevPerCap62,RevPerCap71,RevPerCap72,RevPerCap81,RevPerCap55,RevPerCap99,PerofRev0,PerofRev11,PerofRev21,PerofRev22,PerofRev23,PerofRev31_33,PerofRev42,PerofRev44_45,PerofRev48_49,PerofRev51,PerofRev52,PerofRev53,PerofRev54,PerofRev56,PerofRev61,PerofRev62,PerofRev71,PerofRev72,PerofRev81,PerofRev55,PerofRev99,Patents,VCInvPer,VCFirms,Amazon,TopGrad,numairport,asai,densityscore,landusescore,activityscore,streetscore
"Rockford, IL",IL,42.2711311,-89.0939952,5,13235,0,0.0625,2087,732,462.1461749,0.195,52541,0.193,0.167,51.11,79.91,,,55.98,,,19.63,2.03,,0,0,0,0,9.33,7.8,0.095,0.095,90,2.23,12960,4523,13425,1.02288896,341150,96.1,21104,22500,23903,22989,21037,41333,41672,47291,23559,21667,31056,15588,7451,39.4,168964,0.0084,0.038795251,,,,,,,,,,,,,,,,,,,,,96.23318775,0.018393668,0,0.419451854,4.177062876,41.97526894,12.01833211,13.4164649,2.789550051,1.464628463,3.82366994,0.925516635,2.096804925,2.368213396,0.284323611,7.725906493,0.235529826,1.527764913,0.852794958,0.113510186,,1,0.000191136,0,0.004358703,0.043405638,0.43618288,0.124887603,0.139416195,0.028987402,0.015219578,0.039733381,0.009617437,0.021788792,0.024609113,0.002954528,0.080283182,0.002447491,0.015875655,0.008861755,0.001179533,,155,0,0,0,0,1,3.8,94.78,110.04,91.83,107.05
"Rocky Mount, NC",NC,35.9382103,-77.7905339,0,4962,0,0.0475,952,985,148.9725888,0.195,42605,0.137,0.188,,,,,,,,,,,0,0,0,0,9.15,9.06,0.03,0.03,90,1.91,23500,4154,12154,0.998644913,148157,90.2,8554,9115,9928,9855,9476,16824,17097,20472,11261,10162,15115,7443,2855,41.2,64115,0.0259,0.033491499,,,,,,,,,,,,,,,,,,,,,72.59260784,0.022388412,0,0,3.254831024,27.98040592,16.29275701,9.786132279,2.63631823,1.44468368,2.775353173,0.85021295,0.76987925,1.027835337,0.24418016,3.534446567,0.072645909,1.33573844,0.564799503,0,,1,0.000308412,0,0,0.044836949,0.385444286,0.224440993,0.134808937,0.036316621,0.019901251,0.038231898,0.011712115,0.010605477,0.014158953,0.003363706,0.048688795,0.001000734,0.018400475,0.0077804,,,7,0,0,0,0,,,,,,
"Rome, GA",GA,34.257038,-85.1646726,0,3426,0,0.04,1125,491,198.8044807,0.193,43369,0.152,0.191,,,,,,,,,,,0,0,0,0,9.75,8.76,0.06,0.06,90,1.8,9500,4155,12746,1.031654999,96471,94.1,5955,6192,6617,7065,6949,11850,11973,12482,6447,5623,8695,4718,1905,38.3,44484,0.0041,0.035513263,,,,,,,,,,,,,,,,,,,,,76.08774658,0,0,0,0.800976459,37.54754278,7.611282147,9.693679966,0.767712577,1.131656145,1.650806978,0,0.911486353,1.918918639,1.230494138,10.5937432,0.141109764,1.463206559,0.625130868,0,,1,0,0,0,0.01052701,0.493476867,0.100032955,0.127401328,0.010089832,0.014873041,0.021696095,0,0.011979411,0.025219812,0.016172041,0.139230608,0.001854566,0.019230515,0.00821592,,,8,0,0,0,0,,,,,,
"Sacramento  Roseville  Arden Arcade, CA",CA,38.5815719,-121.4943996,55,108732,0,0.0725,1451,5046,460.7380103,0.199,67338,0.273,0.146,71.19,48.59,132.03,79.54,42.46,123.47,184.09,44.82,3.56,6424.97,0,0,0,0,16.14,8.77,0.0884,0.0884,96.2,3.24,7000,4490,12629,1.047417703,2268005,95.8,140414,149542,149808,151249,163019,318510,288383,301271,149557,133852,186692,94171,41537,37,1095645,0.0064,0.047941693,32.75,39470,0.117,4120,0.041,6623,0.162,-2503,1674000,22.32,0.128,1435,108,91473,0.188,0.024,0.97,0.06,0.217,1435,72.10650638,0.031580618,0.038106177,0.748220573,4.501606919,4.815175892,18.7222656,10.63751491,1.64964363,3.405715155,8.378706396,1.843096907,5.239435539,1.409562589,0.449278551,6.840597353,0.493585773,1.710920831,0.946334774,0.24435925,0.00079894,1,0.000437972,0.000528471,0.010376603,0.062429968,0.06677866,0.259647382,0.147525035,0.022877875,0.047231732,0.116199034,0.025560757,0.072662452,0.019548341,0.006230763,0.094867963,0.006845232,0.02372769,0.013124125,0.003388865,1.11E-05,659,0,0,1,1,1,95.66,111.65,119.11,104.19,108.92
"Saginaw, MI",MI,43.4194699,-83.9508068,5,7117,0,0.06,1382,730,262.9232877,0.203,45232,0.168,0.178,47.92,68.43,,,38.36,98.74,,17.84,,4788,0,0,0,0,11.39,6.97,0.06,0.06,0,1.57,9500,4167,13674,1.018126385,193803,94.2,11092,11549,11943,13521,13843,22800,21419,25821,14425,13139,19157,10595,4499,40.8,87331,0.007,0.036722858,,,,,,,,,,,,,,,,,,,,,73.84525523,0,0,0,3.007172232,23.10914692,8.22020299,13.36264145,1.493485653,2.116602942,5.722775189,1.284789193,1.389312859,2.780080804,0.158594036,8.174765097,0.182030206,1.855404715,0.683611709,0.304639247,,1,0,0,0,0.04072262,0.312940173,0.111316603,0.180954638,0.020224531,0.02866268,0.077496857,0.017398399,0.018813841,0.037647386,0.002147654,0.110701291,0.002465022,0.025125578,0.009257355,0.004125373,,60,0,0,0,0,1,17.99,86.77,93.77,110.97,93.62
"Salem, OR",OR,44.9428975,-123.0350963,0,14863,0,0,1404,1844,230.467462,0.202,50800,0.206,0.174,37.04,41.31,115.47,68.14,11.15,114.62,190.76,29.42,3.24,5719,0,0,0,0,8.98,8.88,0.066,0.076,0,1.28,39300,4645,12927,1.06423025,410119,98.3,27101,29354,28337,29263,29636,54100,50507,49748,24834,25539,35891,17518,8291,36.3,203555,0.0009,0.036240701,,,,,,,,,,,,,,,,,,,,,48.13396356,0,0.085538588,0,3.448206496,7.616033395,10.21958749,10.4562505,2.127243556,1.302107437,2.241203163,1.335300242,1.447011721,0.933821647,0.431708845,4.36005891,0.209156367,1.229309054,0.590028748,0.101397399,,1,0,0.001777094,0,0.071637701,0.158225769,0.21231552,0.217232277,0.044194232,0.027051739,0.046561783,0.027741332,0.030062177,0.019400473,0.008968903,0.090581755,0.004345297,0.025539327,0.012258054,0.002106567,,36,0,0,0,0,,,93.11,123.48,113.5,98.1
"Salinas, CA",CA,36.6777372,-121.6555013,0,20735,0,0.0725,1451,3654,119.8431856,0.21,67266,0.196,0.171,,,,,,,,,,,1,0,0,0,16.14,8.77,0.0884,0.0884,0,3.24,7000,4490,12629,1.04626418,433168,104.2,32846,31904,31906,30321,32631,63819,56050,52226,25208,22512,30699,15185,7861,33.9,225480,-0.0152,0.047868264,,,,,,,,,,,,,,,,,,,,,53.33871154,0.571300281,0.16253509,1.08793355,1.682968271,5.683005208,14.53625383,9.238468677,1.232960422,1.097659569,2.128056551,2.024586304,2.521961456,1.67154776,0.64297455,4.204486481,0.973382152,3.058780889,0.650105733,0.169744764,,1,0.0107108,0.003047226,0.020396697,0.031552473,0.106545603,0.272527277,0.173203822,0.023115677,0.020579042,0.039897037,0.037957166,0.047282009,0.03133836,0.012054557,0.078826173,0.018249075,0.057346359,0.012188253,0.003182393,,74,0,0,0,0,1,21.68,101.65,116,102.94,90.7
"Salisbury, MD",MD,38.3606736,-75.5993692,4,17087,0,0.06,1555,945,429.4740741,0.204,52539,0.207,0.172,66.67,66.18,,,,331.55,,30.81,3.25,15960,0,0,0,0,12,,0.0825,0.0825,0,1.5,8500,4422,13041,1.071205471,394925,94.8,21038,21570,22005,24005,26927,43103,40590,50479,28874,29618,52291,25134,9291,44.6,186642,-0.0121,0.043266443,,,,,,,,,,,,,,,,,,,,,60.60513009,0.165902387,0,0,3.341859847,13.18400456,7.120450718,15.99147939,1.352198519,0.823014496,2.401428119,1.752953092,1.665374438,1.161706653,0.106478445,6.183867823,0.443481674,3.459527758,1.139071976,0.312330189,,1,0.002737431,0,0,0.055141534,0.217539415,0.117489241,0.263863461,0.022311618,0.013579948,0.039624172,0.02892417,0.0274791,0.019168454,0.001756921,0.102035386,0.00731756,0.057083084,0.018794976,0.005153527,,4,0,0,0,0,1,12.83,,,,
"Salt Lake City, UT",UT,40.7607793,-111.8910474,141,74363,1,0.0595,976,9742,123.4967153,0.216,64822,0.261,0.131,70.75,24.76,142.18,64.55,58.59,156.26,178.45,36.12,3.54,7065.82,0,23789,2.9,13476.5,8.66,7.4,0.05,0.05,0,1.27,34300,4220,13059,1.046142099,1170057,100.9,93257,95117,91358,81218,83203,192607,167529,132364,60617,56981,69614,32924,13268,32.3,655246,-0.0027,0.063555023,49.36,31740,0.212,5550,0.046,17840,0.117,-12290,1798500,23.98,0.114,1081,106,84783,0.153,0.025,0.9,0.14,0.131,1081,116.3585868,0.029647274,0,1.892772745,7.896641788,19.30913195,24.24514276,15.54917325,5.907312208,4.693146573,14.84385291,2.593586466,5.856924064,2.853254158,0.849350074,5.538261811,0.571684969,1.925437821,0.880201563,0.923064432,,1,0.000254792,0,0.016266722,0.06786471,0.165945054,0.208365738,0.133631506,0.050768167,0.040333479,0.127569897,0.022289601,0.050335125,0.024521217,0.007299419,0.047596503,0.004913131,0.016547449,0.00756456,0.007932929,,643,0.0092,5,0,0,2,183.3,117.77,125.49,93.32,97.63
"San Angelo, TX",TX,31.4637723,-100.4370375,2,4675,0,0.0625,1731,2538,47.09810875,0.218,47671,0.208,0.19,,,,,,,,,,,0,0,0,0,8.55,,,,0,1.45,9000,4251,11869,1.029464262,118498,98.2,8097,7791,7844,8638,10383,18427,12719,13349,7301,6589,9542,5512,2306,34.1,55465,0.0039,0.039452143,,,,,,,,,,,,,,,,,,,,,62.54541005,0.084330537,2.961611166,1.008092964,3.489071546,12.96934969,5.125580179,17.4809617,1.141968641,1.553840571,2.721556482,1.340900268,1.588550018,1.218526895,0.18112542,6.473712637,0.284831812,1.728307651,1.193091867,0,,1,0.001348309,0.047351375,0.016117777,0.055784614,0.207358936,0.081949741,0.279492319,0.018258233,0.024843399,0.043513289,0.021438828,0.025398347,0.019482275,0.002895903,0.1035042,0.004554,0.027632845,0.01907561,,,3,0,0,0,0,1,12.1,100.67,93.56,95.15,102.43
"San Antonio New Braunfels, TX",TX,29.4241219,-98.4936282,68,118241,0,0.0625,1731,7259,340.8147128,0.206,57147,0.237,0.162,,,,,,,,,,,1,24724,2.1,12879.75,8.55,,,,0,1.45,9000,4251,11869,1.067592595,2377507,97.5,166015,170517,172107,171913,173388,353051,313213,301556,140858,122596,172810,85397,34086,34.4,1180724,0.0034,0.049733187,26.49,31180,0.178,4710,0.031,4396,0.178,314,1578000,21.04,0.158,948,102,90742,0.125,0.125,0.96,0.19,0.188,948,118.682268,0.030069733,1.215093373,0.196717822,4.627468184,7.723765692,54.70022296,13.84476092,1.952827479,2.293989881,13.99957561,1.893005993,3.301674822,2.329491354,0.648614704,5.458449965,0.457085931,2.532912416,0.920455334,0.553942007,0.002143842,1,0.000253363,0.010238205,0.001657517,0.038990392,0.065079357,0.46089634,0.116653997,0.016454248,0.019328834,0.117958443,0.015950201,0.027819445,0.019627965,0.005465136,0.045992127,0.003851341,0.021341962,0.007755626,0.004667437,1.81E-05,413,0,1,0,0,1,106.79,,,,
"San Diego Carlsbad, CA",CA,32.715738,-117.1610838,119,201986,0,0.0725,1451,4351,767.1075615,0.198,72009,0.294,0.148,,,,,,,,,,,9,57980,3.1,33616.5,16.14,8.77,0.0884,0.0884,0,3.24,7000,4490,12629,1.04165909,3283665,101.1,212902,199084,196867,211127,266640,534743,433395,423949,200546,179195,240843,123866,60508,35.4,1611458,0.0057,0.061512365,52.64,70100,0.204,11870,0.049,13460,0.204,-1590,2630152,35.07,0.112,1975,128,102994,0.23,0.018,1.09,0.17,0.145,1975,84.05124396,0.089264892,0.015670904,0,5.406782056,10.26414266,15.10105324,12.91422846,1.159769039,3.940331307,7.282910102,3.383304022,9.290450152,2.715513306,0.826677204,5.818564318,0.909331798,2.817145781,1.071144895,1.038546868,0.006412956,1,0.001062029,0.000186445,0,0.06432721,0.122117677,0.179664839,0.153647083,0.013798357,0.046880107,0.086648451,0.040252873,0.110533167,0.03230783,0.009835395,0.069226391,0.010818779,0.033517003,0.012743951,0.012356115,7.63E-05,5460,0.0226,2,1,0,2,174.67,125.08,130.37,100.9,119.95
"San Francisco Oakland Hayward, CA",CA,37.7749295,-122.4194155,303,425358,1,0.0725,1451,3231,1463.125039,0.178,85005,0.382,0.111,70.68,48.95,130.89,92.6,34.79,208.83,173.89,107.11,9.21,6901.2,30,0,0,0,16.14,8.77,0.0884,0.0884,0,3.24,7000,4490,12629,1.064644242,4641820,97.6,260424,264856,259377,252585,279832,739341,672847,658926,308456,276299,381353,192145,95379,38.8,2621765,0.0036,0.091636039,84.72,329150,0.31,77830,0.098,31301,0.31,46529,4704639,62.73,0.081,2892,157,125438,0.277,0.082,1.33,0.15,0.108,2892,145.0301763,0.016227471,0.040381574,0,6.676289904,18.91086233,28.99964669,13.23233064,4.115540456,12.70425437,20.43617245,4.156721071,14.74008966,5.530280149,1.074700225,7.627621709,1.116946155,3.249413377,1.458169425,0.938367063,0.006161592,1,0.00011189,0.000278436,0,0.046033798,0.130392604,0.19995595,0.091238465,0.028377132,0.087597317,0.140909795,0.028661077,0.101634639,0.038131927,0.007410184,0.052593342,0.007701474,0.022405085,0.010054248,0.00647015,4.25E-05,9732,0.3413,73,0,0,5,485.03,185.97,167.17,230.92,162.83
"San Jose Sunnyvale Santa Clara, CA",CA,37.3393857,-121.8949555,60,256419,1,0.0725,1451,2591,771.309533,0.184,94693,0.4,0.107,,,,,,,,,,,11,5438,2.3,49858,16.14,8.77,0.0884,0.0884,0,3.24,7000,4490,12629,1.087708626,1969897,101.6,123774,126421,128138,118302,125282,306169,289948,279737,123332,101939,138131,74670,34054,36.9,1104948,0.0052,0.130168735,84.72,329150,0.31,77830,0.098,31301,0.31,46529,4704639,62.73,0.081,2892,157,125438,0.277,0.082,1.33,0.15,0.108,2892,179.1252045,0.028710131,0.015223639,0.688915207,5.489338275,19.41070421,60.8649041,21.82367301,0.966732778,22.77574868,4.518030131,3.055641995,19.34599931,2.78171143,2.449248362,7.099679831,0.814872554,2.572858886,1.072914472,3.346936413,0.003361089,1,0.00016028,8.50E-05,0.003845998,0.030645259,0.108363891,0.339789726,0.121834742,0.005396967,0.127149882,0.025222749,0.017058694,0.108002664,0.015529425,0.013673388,0.039635292,0.004549179,0.014363467,0.005989746,0.018684899,1.88E-05,14618,0.098,82,0,0,,,149.5,148.76,86.8,131.45
"San Luis Obispo Paso Robles Arroyo Grande, CA",CA,35.2827524,-120.6596156,4,13010,0,0.0725,1451,3511,80.71916833,0.206,63388,0.269,0.143,61.57,26.77,,,32.76,175.11,,57.35,5.1,4575.2,0,0,0,0,16.14,8.77,0.0884,0.0884,0,3.24,7000,4490,12629,1.047814167,280119,103.1,13648,14687,13723,22298,29960,32427,29828,33293,20158,19435,29421,14968,6273,39,144558,0.0159,0.046444547,,,,,,,,,,,,,,,,,,,,,51.84206355,0.117628579,0.024418194,0,7.607195513,11.77060821,0,12.05352725,0.759441523,2.11155973,1.905425908,1.464873857,3.057789725,1.314969709,0.419228971,4.29079427,0.331109279,3.856332487,0.75716035,0,,1,0.002268979,0.000471011,0,0.1467379,0.227047448,0,0.232504774,0.014649138,0.040730627,0.036754438,0.028256473,0.058982793,0.025364918,0.008086657,0.082766657,0.006386885,0.074386169,0.014605135,0,,117,0,0,0,0,1,17.97,89.9,119.8,103.87,88.53
"Santa Cruz Watsonville, CA",CA,36.9741171,-122.0307963,0,11481,0,0.0725,1451,577,478.1577123,0.202,71444,0.342,0.142,85.93,41.87,,,17.62,183.96,,72.86,4.89,9453.23,0,16962,2.5,21031.5,16.14,8.77,0.0884,0.0884,0,3.24,7000,4490,12629,1.042934916,273263,98.6,14754,14806,15512,22707,27857,33358,32049,35209,19779,18347,24283,9810,4792,37.3,147316,0.0156,0.04201447,,,,,,,,,,,,,,,,,,,,,64.67032493,0,0,0,2.379517168,0,25.82486835,16.00845705,0,0.99074152,3.629807182,1.348111526,2.843568284,1.181403995,0.41723907,5.820864881,0.681925471,2.177078492,0.713945906,0.652796024,,1,0,0,0,0.036794576,0,0.399331044,0.247539456,0,0.015319878,0.056127864,0.020845906,0.043970218,0.018268101,0.006451786,0.090008283,0.010544643,0.033664258,0.011039776,0.010094213,,678,0,0,0,0,,,98.88,146.15,107.9,112.18
"Santa Fe, NM",NM,35.6869752,-105.937799,6,6223,0,0.0513,770,1850,80.40540541,0.171,59756,0.338,0.165,,,,,,,,,,,0,0,0,0,9.64,,0.048,0.059,0,1.92,24200,4133,11494,1.018810248,147514,95,6904,8231,8164,8115,7841,16773,16995,19703,12107,11978,20012,7755,2936,45.3,74720,0.0077,0.042185826,,,,,,,,,,,,,,,,,,,,,55.84759413,0.022662256,0,0,2.590072807,0.877882777,8.623974674,16.33822552,0.523414727,1.18078962,6.22129425,2.225300649,3.310865409,0.742641376,0.965610044,6.395555676,1.183541901,3.72294833,0.922814106,0,,1,0.000405788,0,0,0.046377518,0.015719259,0.154419806,0.292550212,0.009372198,0.021143071,0.111397713,0.039845954,0.05928394,0.013297643,0.017290092,0.114518016,0.021192353,0.066662645,0.016523793,,,50,0,0,0,0,,,,,,
"Santa Maria Santa Barbara, CA",CA,34.9530337,-120.4357191,10,22938,0,0.0725,1451,3720,120.4704301,0.21,67676,0.257,0.177,,,,,,,,,,,0,21574,3.4,21412.5,16.14,8.77,0.0884,0.0884,0,3.24,7000,4490,12629,1.03623575,442996,100.4,28569,27327,27137,37422,49723,58826,50037,51113,26026,23606,33816,19220,10174,33.7,219935,0.0123,0.051779249,,,,,,,,,,,,,,,,,,,,,67.62906889,0.281702318,1.336061725,0,2.227961426,11.59264418,8.240704205,15.98337908,0.76409945,3.150093906,2.843287524,2.497101554,5.076452158,1.57633929,0.696229763,5.859104823,0.756322856,3.237868965,1.127556456,0.382159207,,1,0.004165403,0.019755731,0,0.032943843,0.171415108,0.121851511,0.23633889,0.011298388,0.046578993,0.042042388,0.036923495,0.075063168,0.023308606,0.01029483,0.086635894,0.011183399,0.047876882,0.01667266,0.005650813,,468,0,0,0,0,2,35.82,112.28,148.85,109.48,122.05
"Santa Rosa, CA",CA,38.440429,-122.7140548,6,24985,0,0.0725,1451,1686,299.0610913,0.189,67858,0.268,0.128,86.11,29.16,,,21.93,115.51,,56.71,5.87,6118,0,0,0,0,16.14,8.77,0.0884,0.0884,0,3.24,7000,4490,12629,1.060166928,500943,96,26185,28781,29097,30372,31205,65442,61545,67716,36309,37152,52644,23037,11458,41.4,271098,0.0003,0.049875934,,,,,,,,,,,,,,,,,,,,,65.67443002,0.125265749,0,0,4.828954592,12.4673386,11.26784484,10.70956576,0.972262313,1.740850755,4.519370467,1.850198526,3.566487604,2.579109799,0,6.173961908,0.686109997,2.643889624,1.032708312,0.510511176,,1,0.001907375,0,0,0.073528687,0.189835505,0.171571262,0.163070555,0.014804275,0.026507284,0.068814765,0.028172281,0.054305574,0.039271141,0,0.09400861,0.01044714,0.040257519,0.015724663,0.007773363,,233,0,0,0,0,,,93.7,132.31,91.91,96.82
"Savannah, GA",GA,32.0835407,-81.0998342,23,15652,0,0.04,1125,1509,256.8210736,0.193,54019,0.222,0.178,,,,,,,,,,,0,0,0,0,9.75,8.76,0.06,0.06,0,1.8,9500,4155,12746,1.045670315,377476,94.5,25210,23986,25006,25597,29218,59712,48253,46725,23709,20329,30107,13579,6045,35,184571,0.001,0.041464888,,,,,,,,,,,,,,,,,,,,,86.44199101,0,0,0,4.040386674,27.52257627,18.30897329,12.0629285,4.50805879,1.239318526,1.859818902,1.850517649,2.010400661,1.508421727,0.997480635,6.088196336,0.4134541,2.733919507,0.947093325,0.350446121,,1,0,0,0,0.046741018,0.318393595,0.211806474,0.139549406,0.05215126,0.014336997,0.021515225,0.021407624,0.023257223,0.017450104,0.011539307,0.070431005,0.004783024,0.031627216,0.010956403,0.004054119,,34,0,0,0,0,1,52.75,90.08,84.94,115.36,115.03
"Scranton Wilkes Barre Hazleton, PA",PA,41.408969,75.6624122,6,"23,688",0,0.045,1481,1642,338.2618758,0.186,46647,0.179,0.149,,,,,,,,,,,0,0,0,0,10.16,,0.0999,0.0999,0,1.84,10000,4508,13340,1.029313232,557942,96.2,28564,30338,31807,35131,36542,67902,64139,78237,40630,38289,57276,31418,17669,42.8,281162,0.0051,0.042456026,,,,,,,,,,,,,,,,,,,,,94.40542745,0.066424467,0.375902872,0,3.582266616,21.13009417,17.66746723,19.74005363,3.595022422,1.903470253,8.629848622,1.143783762,2.10235114,2.280509444,1.195326754,7.157616742,0.228425177,1.994546028,0.995675178,0.616642949,,1,0.000703609,0.003981793,0,0.037945558,0.223822875,0.187144613,0.209098716,0.038080675,0.020162721,0.091412632,0.012115657,0.022269389,0.02415655,0.012661632,0.075817852,0.002419619,0.021127451,0.0105468,0.006531859,,42,0,0,0,0,1,32.72,91.28,116.46,95.07,123.01
"Seattle Tacoma Bellevue, WA",WA,47.6062095,-122.3320708,203,312587,1,0.065,1409,6129,630.942405,0.187,72136,0.321,0.118,71.9,44.86,138.79,84.85,28.67,200.7,186.9,63.41,6.24,7796.14,6,30933,3.7,17115,7.94,,0.065,0.065,0,1.97,47300,5010,13273,1.059223471,3735216,99.8,233363,232579,219429,215458,240922,606467,531543,520719,247490,219147,280248,126490,61361,37.1,2115242,-0.0012,0.083686459,74.46,145140,0.194,23610,0.088,13492,0.194,10118,2562410,34.17,0.111,1713,127,117259,0.175,0.227,1.24,0.21,0.159,1713,127.7676365,0.381897325,0.095434106,0.851700143,5.885347728,19.78290867,25.53426924,20.70841204,4.048254773,16.71921972,8.265913136,2.970732884,6.77289988,2.198243422,0.640134332,7.379480062,0.789475093,2.303347919,1.083178858,1.352752023,0.004035108,1,0.002988999,0.000746935,0.006666008,0.046062899,0.154835052,0.199849273,0.162078697,0.031684509,0.130856453,0.06469489,0.023251059,0.053009511,0.01720501,0.005010145,0.057757037,0.006178991,0.018027632,0.008477725,0.010587595,3.16E-05,4739,0.0219,8,1,0,2,250.64,121.27,123.99,121.68,131.86
"Sebastian Vero Beach, FL",FL,27.816415,-80.4706078,0,4709,0,0.06,1232,615,251.0292683,0.15,55656,0.21,0.144,43.06,30.96,,,18.97,105.21,,39.05,1.87,5320,0,0,0,0,10.65,,0.055,0.087,0,1.66,7000,3975,11692,1.043948654,147981,92.4,6404,7456,6773,7471,7292,13277,13593,17970,10468,11681,23558,14800,7238,52.2,63707,0.0057,0.031821653,,,,,,,,,,,,,,,,,,,,,39.09135632,0.896635379,0,0,2.20280982,2.284002676,0,12.71525399,0,1.349774633,2.587169975,1.893344416,2.551841115,1.433650266,0.320142451,7.174150736,0.910360114,2.037856211,0.734364547,0,,1,0.022936922,0,0,0.056350304,0.058427307,0,0.325270218,0,0.034528723,0.066182661,0.048433838,0.06527891,0.036674355,0.008189597,0.183522687,0.023288016,0.052130609,0.018785855,,,38,0,0,0,0,,,,,,
"Sheboygan, WI",WI,43.7508284,-87.71453,0,5878,0,0.05,1616,1216,94.85526316,0.189,53078,0.185,0.099,83.33,42.65,,,27.59,82.41,,23.02,4.68,3458,0,0,0,0,11.05,,0.079,0.079,0,2.06,14000,4510,13660,1.043077528,115094,101.1,6486,7350,7545,7543,6719,13350,13756,16639,8703,7997,10442,5761,2803,41.3,63142,-0.0103,0.051071298,,,,,,,,,,,,,,,,,,,,,122.3272716,0,0,0,17.32345735,64.62929432,8.08624255,10.04054946,2.129850383,0.449771491,8.865075504,0.628164804,2.082497784,0.809859767,0.364163206,4.664821798,0.603506699,1.27352425,0.376492259,0,,1,0,0,0,0.14161566,0.528331037,0.066103351,0.082079403,0.017411084,0.003676788,0.072470148,0.005135117,0.017023986,0.006620435,0.002976958,0.038133948,0.004933542,0.010410796,0.003077746,,,60,0,0,0,0,,,,,,
"Sherman Denison, TX",TX,33.6356618,-96.6088805,0,3933,0,0.0625,1731,917,143.0098146,0.195,51356,0.176,0.149,,,,,,,,,,,0,0,0,0,8.55,,,,0,1.45,9000,4251,11869,1.035071572,126146,95.3,7976,8082,8858,8332,7818,15112,14510,16666,8985,8094,12747,6311,2655,40.2,63831,0.0074,0.031178159,,,,,,,,,,,,,,,,,,,,,67.11873543,0.027523663,0.224874352,1.307041048,4.465349674,20.17955385,7.72138633,15.26040461,0,0.775078084,4.210034405,0.550195805,1.157690295,1.011589745,0.314183565,6.382089008,0.448313859,2.238200181,0.845226959,0,,1,0.000410074,0.003350396,0.019473565,0.066529109,0.30065456,0.1150407,0.227364305,0,0.011547865,0.062725175,0.008197351,0.017248393,0.015071645,0.004681011,0.09508655,0.006679415,0.033346876,0.012593011,,,16,0,0,0,0,,,,,,
"Shreveport Bossier City, LA",LA,32.5251516,-93.7501789,8,20198,0,0.05,869,2598,169.7201694,0.205,47086,0.202,0.18,,,,,,,,,,,0,0,0,0,7.75,,0.04,0.08,0,2.11,7700,4086,11513,1.018007661,443974,93.1,31029,30016,29696,28107,29681,63210,53661,54997,28982,27504,38253,20313,8525,36.7,185805,0.0014,0.045493655,,,,,,,,,,,,,,,,,,,,,84.07977044,0.167804871,5.286633902,1.626973652,4.503840315,14.82604837,18.242084,15.21228721,2.730957218,1.616434746,2.288920072,1.897665179,1.996276809,1.297102984,0.282897197,7.078112682,0.50635848,3.34150198,1.03590976,0.141961016,,1,0.001995782,0.062876407,0.019350358,0.053566277,0.176333121,0.216961629,0.18092684,0.03248055,0.019225014,0.027223196,0.022569819,0.023742653,0.015427052,0.003364629,0.084183302,0.006022358,0.039742045,0.012320559,0.001688409,,30,0,0,0,0,1,34.62,87.79,76.94,72.39,84.53
